web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179117-663,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament de 2 camere, 65 mp, totul nou, parcare subterana, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz50326ai,2,65,1,Semidecomandat,500,1,Gheorgheni,"Apartament de 2 camere, 65 mp, totul nou, parcare subterana, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179954-1024,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Garsoniera 34mp, centrala termica proprie, zona Casa Piratilor",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz47779ai,1,34,1,Semidecomandat,220,0,Manastur,"Garsoniera 34mp, centrala termica proprie, zona Casa Piratilor", Vechi,1,Cluj,Cluj-Napoca
1628179485-821,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament cu 3 camere, 78 mp, decomandat, parcare, zona Piata Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz7178ai,3,75,2,Decomandat,500,2,Marasti,"Apartament cu 3 camere, 78 mp, decomandat, parcare, zona Piata Marasti", Vechi,1,Cluj,Cluj-Napoca
1628178939-586,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 3 camere, 80mp, zona The Office",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz4841ai,3,82,2,Semidecomandat,600,2,Marasti,"Apartament cu 3 camere, 80mp, zona The Office", Vechi,1,Cluj,Cluj-Napoca
1628179757-939,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament cu 3 camere, 65 mp, mobilat modern, recent renovat, zona strazii Aurel Vlaicu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz16346ai,3,65,1,Semidecomandat,370,0,Marasti,"Apartament cu 3 camere, 65 mp, mobilat modern, recent renovat, zona strazii Aurel Vlaicu", Vechi,1,Cluj,Cluj-Napoca
1628180051-1065,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament cu 2 camere, decomandat, 60 mp, zona strazii Luceafarului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz51123ai,2,60,1,Decomandat,300,1,Zorilor,"Apartament cu 2 camere, decomandat, 60 mp, zona strazii Luceafarului", Vechi,1,Cluj,Cluj-Napoca
1628179145-675,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 2 camere, 55 mp, zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz65633ai,2,55,1,Decomandat,300,1,Zorilor,"Apartament 2 camere, 55 mp, zona Spitalului de Recuperare", Vechi,1,Cluj,Cluj-Napoca
1628179588-866,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Penthouse de 180 mp cu garaj, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz52990ai,3,180,2,Semidecomandat,999,2,Marasti,"Penthouse de 180 mp cu garaj, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179505-830,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 3 camere, 112 mp, prima inchiriere, parcare, zona Parcului Central",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz35869ai,3,112,2,Decomandat,780,1,Central,"Apartament 3 camere, 112 mp, prima inchiriere, parcare, zona Parcului Central", Nou,1,Cluj,Cluj-Napoca
1628180071-1074,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 2 camere cu gradina, proaspat renovat, AC,50mp, zona USAMV, Centru",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz34659ai,2,50,1,Semidecomandat,450,0,Central,"Apartament 2 camere cu gradina, proaspat renovat, AC,50mp, zona USAMV, Centru", Vechi,1,Cluj,Cluj-Napoca
1628179501-828,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"3 camere, 78 mp, terasa de 84 mp, masina de spalat vase, zona Petrom",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-baciu-blitz68492ai,3,78,1,Semidecomandat,400,0,Baciu,"3 camere, 78 mp, terasa de 84 mp, masina de spalat vase, zona Petrom", Nou,1,Cluj,Cluj-Napoca
1628179085-649,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 3 camere, 80 mp, zona strazii Gheorghe Dima",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz67615ai,3,80,2,Semidecomandat,400,0,Zorilor,"Apartament 3 camere, 80 mp, zona strazii Gheorghe Dima", Nou,1,Cluj,Cluj-Napoca
1628179672-902,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 1 camera, 32 mp, A.C., zona Piata Marasti",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz50002ai,1,32,1,Decomandat,330,0,Marasti,"Apartament 1 camera, 32 mp, A.C., zona Piata Marasti", Vechi,1,Cluj,Cluj-Napoca
1628179703-916,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament de 3 camere, decomandat, 70mp, zona Tasnad",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz66942ai,3,70,2,Decomandat,470,2,Manastur,"Apartament de 3 camere, decomandat, 70mp, zona Tasnad", Vechi,1,Cluj,Cluj-Napoca
1628179983-1036,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 2 camere, 43 mp, imobil nou, mobilat modern, zona Teodor Mihali",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz15137ai,2,43,1,Semidecomandat,400,1,Marasti,"Apartament 2 camere, 43 mp, imobil nou, mobilat modern, zona Teodor Mihali", Nou,1,Cluj,Cluj-Napoca
1628179248-719,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere decomandate, 58 mp, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz54271ai,2,58,1,Decomandat,350,0,Manastur,"Apartament 2 camere decomandate, 58 mp, zona strazii Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179956-1025,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, 52 mp, parcare, zona strazii Campului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz39400ai,2,52,1,Semidecomandat,330,2,Manastur,"Apartament 2 camere, 52 mp, parcare, zona strazii Campului", Nou,1,Cluj,Cluj-Napoca
1628179548-849,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament cu o camera, 32mp, zona Onisifor Ghibu, cartier Grigorescu",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-grigorescu-blitz62846ai,1,32,1,Semidecomandat,250,0,Grigorescu,"Apartament cu o camera, 32mp, zona Onisifor Ghibu, cartier Grigorescu", Nou,1,Cluj,Cluj-Napoca
1628179780-949,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere, 54 mp, imobil nou, Bonjour Residence",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz24879ai,2,54,1,Semidecomandat,370,1,Buna Ziua,"Apartament 2 camere, 54 mp, imobil nou, Bonjour Residence", Nou,1,Cluj,Cluj-Napoca
1628179550-850,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 1 camera, 56 mp. garaj, boxa, imobil nou, zona P-ta Abator",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz57098ai,1,56,1,Semidecomandat,450,0,Central,"Apartament 1 camera, 56 mp. garaj, boxa, imobil nou, zona P-ta Abator", Nou,1,Cluj,Cluj-Napoca
1628179490-823,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament LUX cu 3 camere, decomandate, 85mp, AC, 2 parcari subterane, Zona USAMV",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz54061ai,3,85,2,Decomandat,1100,3,Manastur,"Apartament LUX cu 3 camere, decomandate, 85mp, AC, 2 parcari subterane, Zona USAMV", Nou,1,Cluj,Cluj-Napoca
1628180035-1059,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament cu 3 camere, 60 mp, prima inchiriere, zona strazii Plopilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-plopilor-blitz9596ai,3,60,1,Semidecomandat,450,0,Plopilor,"Apartament cu 3 camere, 60 mp, prima inchiriere, zona strazii Plopilor", Vechi,1,Cluj,Cluj-Napoca
1628179350-763,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 2 camere, 50 mp, zona BIG, Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz61165ai,2,50,1,Semidecomandat,350,0,Manastur,"Apartament 2 camere, 50 mp, zona BIG, Manastur", Vechi,1,Cluj,Cluj-Napoca
1628179850-979,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament de inchiriat 3 camere, 67 mp, zona Teilor, loc de parcare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz61821ai,3,67,1,Semidecomandat,300,1,Floresti,"Apartament de inchiriat 3 camere, 67 mp, zona Teilor, loc de parcare", Nou,1,Cluj,Cluj-Napoca
1628179764-942,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere, 68 mp, terasa, pet friendly, zona FSEGA",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz28264ai,2,68,1,Semidecomandat,600,0,Gheorgheni,"Apartament 2 camere, 68 mp, terasa, pet friendly, zona FSEGA", Nou,1,Cluj,Cluj-Napoca
1628179839-974,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"3 camere, 71 mp, mobilat modern, parcare, zona strazii Fabricii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz46626ai,3,71,2,Semidecomandat,580,1,Marasti,"3 camere, 71 mp, mobilat modern, parcare, zona strazii Fabricii", Nou,1,Cluj,Cluj-Napoca
1628179947-1021,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu o camera, 37 mp, situat in zona Academiei de Muzica",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz51318ai,1,37,1,Decomandat,360,0,Central,"Apartament cu o camera, 37 mp, situat in zona Academiei de Muzica", Nou,1,Cluj,Cluj-Napoca
1628179834-972,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament LUX 1 camera, prima inchiriere, 45 mp, zona Baza sportiva Gheogheni",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz62275ai,1,45,1,Decomandat,400,0,Gheorgheni,"Apartament LUX 1 camera, prima inchiriere, 45 mp, zona Baza sportiva Gheogheni", Nou,1,Cluj,Cluj-Napoca
1628178979-604,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 4 camere , 82 mp , decomandat, parcare , zona strazii Meziad",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-manastur-blitz56482ai,4,82,2,Decomandat,430,1,Manastur,"Apartament 4 camere , 82 mp , decomandat, parcare , zona strazii Meziad", Vechi,1,Cluj,Cluj-Napoca
1628178961-596,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 2 camere, semidecomandat, 38 mp, zona Expo Transilvania",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz27476ai,2,38,1,Semidecomandat,350,0,Marasti,"Apartament cu 2 camere, semidecomandat, 38 mp, zona Expo Transilvania", Vechi,1,Cluj,Cluj-Napoca
1628179920-1009,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament de 3 camere, decomandat, 60 mp, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz69145ai,3,60,1,Decomandat,380,1,Manastur,"Apartament de 3 camere, decomandat, 60 mp, zona strazii Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179710-919,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"3 camere, decomandat, 70 mp, 2 bai, balcon generos, paturi matrimoniale, zona Interservisan",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz16205ai,3,70,2,Decomandat,500,1,Gheorgheni,"3 camere, decomandat, 70 mp, 2 bai, balcon generos, paturi matrimoniale, zona Interservisan", Vechi,1,Cluj,Cluj-Napoca
1628179510-832,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 1 camera, 40 mp, zona strazii Florilor, parcare",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-floresti-blitz37522ai,1,40,1,Decomandat,210,1,Floresti,"Apartament 1 camera, 40 mp, zona strazii Florilor, parcare", Vechi,1,Cluj,Cluj-Napoca
1628179124-666,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 3 camere, 60 mp, prima inchiriere, curte, loc de parcare zona Garii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz49091ai,3,60,1,Semidecomandat,450,0,Central,"Apartament 3 camere, 60 mp, prima inchiriere, curte, loc de parcare zona Garii", Nou,1,Cluj,Cluj-Napoca
1628180032-1058,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 1 camera, 45 mp, parcare subterana, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-intre-lacuri-blitz69083ai,1,45,1,Decomandat,360,1,Intre Lacuri,"Apartament 1 camera, 45 mp, parcare subterana, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179094-653,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament de 2 camere, decomandat, 50 mp , modern/lux , aer conditionat, zona strazii Nicolae Ivan",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz66367ai,2,50,1,Decomandat,500,2,Marasti,"Apartament de 2 camere, decomandat, 50 mp , modern/lux , aer conditionat, zona strazii Nicolae Ivan", Nou,1,Cluj,Cluj-Napoca
1628179597-870,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, 70 mp, etaj intermediar, zona strazii Plopilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-plopilor-blitz28172ai,2,70,1,Semidecomandat,599,1,Plopilor,"Apartament 2 camere, 70 mp, etaj intermediar, zona strazii Plopilor", Nou,1,Cluj,Cluj-Napoca
1628179058-638,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"3 camere, 61 mp, parcare, zona Piata Flora",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz65690ai,3,61,1,Semidecomandat,350,1,Manastur,"3 camere, 61 mp, parcare, zona Piata Flora", Vechi,1,Cluj,Cluj-Napoca
1628179354-765,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Oportunitate! Apartament cu 4 camere decomandate, garaj, zona Kaufland",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-marasti-blitz59969ai,4,80,2,Decomandat,550,1,Marasti,"Oportunitate! Apartament cu 4 camere decomandate, garaj, zona Kaufland", Vechi,1,Cluj,Cluj-Napoca
1628179158-680,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"3 camere, 65 mp, parcare, zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz62321ai,3,65,1,Semidecomandat,400,1,Zorilor,"3 camere, 65 mp, parcare, zona Spitalului de Recuperare", Nou,1,Cluj,Cluj-Napoca
1628178887-564,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament cu 1 camera la vila, 44 mp, zona UMF",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz65074ai,1,44,1,Decomandat,270,0,Zorilor,"Apartament cu 1 camera la vila, 44 mp, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628179183-691,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Garsoniera, 22 mp, zona strazii Traian Vuia",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-someseni-blitz31927ai,1,22,1,Decomandat,220,0,Someseni,"Garsoniera, 22 mp, zona strazii Traian Vuia", Vechi,1,Cluj,Cluj-Napoca
1628179744-933,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"2 camere, 50 mp, zona UMF",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz68867ai,2,50,1,Semidecomandat,450,0,Zorilor,"2 camere, 50 mp, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628179543-847,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 2 camere, decomandat, 46 mp, zona Piata Hermes",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz64039ai,2,46,1,Decomandat,370,0,Gheorgheni,"Apartament 2 camere, decomandat, 46 mp, zona Piata Hermes", Nou,1,Cluj,Cluj-Napoca
1628179753-937,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Garsoniera, zona strazii Crizantemelor, Gheorgheni",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz67201ai,1,11,1,Semidecomandat,175,0,Gheorgheni,"Garsoniera, zona strazii Crizantemelor, Gheorgheni", Vechi,1,Cluj,Cluj-Napoca
1628179514-834,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 2 camere, modern, 40 mp, prima inchiriere, parcare, zona Muzeul Apei!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz68545ai,2,40,1,Semidecomandat,280,1,Floresti,"Apartament 2 camere, modern, 40 mp, prima inchiriere, parcare, zona Muzeul Apei!", Nou,1,Cluj,Cluj-Napoca
1628179604-873,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"4 camere decomandate, 70 mp, mobilat si utilat, zona Golden Tulip",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-zorilor-blitz59893ai,4,70,1,Decomandat,600,1,Zorilor,"4 camere decomandate, 70 mp, mobilat si utilat, zona Golden Tulip", Nou,1,Cluj,Cluj-Napoca
1628178950-591,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Garsoniera 30 mp, mobilata modern, prima inchiriere, zona Parcului Central",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz29536ai,1,30,1,Semidecomandat,370,0,Central,"Garsoniera 30 mp, mobilata modern, prima inchiriere, zona Parcului Central", Vechi,1,Cluj,Cluj-Napoca
1628178889-565,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"2 camere, 57 mp, parcare subterana, mobilat modern, terasa, zona Oncos",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz13653ai,2,60,1,Semidecomandat,450,1,Buna Ziua,"2 camere, 57 mp, parcare subterana, mobilat modern, terasa, zona Oncos", Nou,1,Cluj,Cluj-Napoca
1628179483-820,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"2 camere, 45 mp, terasa 50 mp, 2 parcari subterane, zona Fabricii de Zahar",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz68437ai,2,45,1,Semidecomandat,475,1,Marasti,"2 camere, 45 mp, terasa 50 mp, 2 parcari subterane, zona Fabricii de Zahar", Nou,1,Cluj,Cluj-Napoca
1628178918-577,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere, 50 mp, parcare, imobil nou, zona Eugen Ionesco",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-europa-blitz53187ai,2,50,1,Semidecomandat,380,1,Europa,"Apartament 2 camere, 50 mp, parcare, imobil nou, zona Eugen Ionesco", Nou,1,Cluj,Cluj-Napoca
1628179552-851,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 3 camere, lux, 70 mp, terasa, zona Donath",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz56327ai,3,70,1,Semidecomandat,450,1,Floresti,"Apartament 3 camere, lux, 70 mp, terasa, zona Donath", Nou,1,Cluj,Cluj-Napoca
1628179859-983,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament de 2 camere, 52 mp, parcare, în zona străzii Oașului!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-iris-blitz67975ai,2,52,1,Decomandat,370,1,Iris,"Apartament de 2 camere, 52 mp, parcare, în zona străzii Oașului!", Nou,1,Cluj,Cluj-Napoca
1628179674-903,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament cu 1 camera, 35 mp, balcon, zona strazii Edgar Quinet",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz1046ai,1,35,1,Decomandat,220,1,Manastur,"Apartament cu 1 camera, 35 mp, balcon, zona strazii Edgar Quinet", Nou,1,Cluj,Cluj-Napoca
1628179784-951,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"3 camere decomandate, 78 mp, parcare, zona strazii Nasaud",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz68998ai,3,78,2,Decomandat,480,0,Gheorgheni,"3 camere decomandate, 78 mp, parcare, zona strazii Nasaud", Nou,1,Cluj,Cluj-Napoca
1628180100-1087,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,Iti doresti sa locuiesti in centrul Clujului? Avem oferta potrivita pentru tine!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz38143ai,2,60,1,Semidecomandat,700,0,Central,Iti doresti sa locuiesti in centrul Clujului? Avem oferta potrivita pentru tine!, Vechi,1,Cluj,Cluj-Napoca
1628179670-901,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"4 camere, decomandat, balcon, 85mp, zona Leroy Merlin, Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-zorilor-blitz54774ai,4,85,2,Decomandat,400,1,Zorilor,"4 camere, decomandat, balcon, 85mp, zona Leroy Merlin, Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179302-743,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament de 2 camere, 60 mp, zona străzii Parâng",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz64788ai,2,60,1,Decomandat,300,2,Manastur,"Apartament de 2 camere, 60 mp, zona străzii Parâng", Vechi,1,Cluj,Cluj-Napoca
